"week","network","total_segments","n_positive","n_negative","n_neutral","pct_positive","pct_negative","pci","eligible","smooth_pci","smooth_pci_lo","smooth_pci_hi","smooth_neg","smooth_neg_lo","smooth_neg_hi"
2024-12-30,"ABC",65,2,14,49,3.08,21.54,-18.46,TRUE,-8.42,-14.21,-2.63,17.14,12.04,22.25
2025-01-06,"ABC",115,12,18,85,10.43,15.65,-5.22,TRUE,-9.06,-14.2,-3.92,17.65,13.11,22.18
2025-01-13,"ABC",145,17,23,105,11.72,15.86,-4.14,TRUE,-9.66,-14.22,-5.1,18.12,14.1,22.14
2025-01-20,"ABC",247,28,45,174,11.34,18.22,-6.88,TRUE,-10.22,-14.27,-6.16,18.55,14.97,22.13
2025-01-27,"ABC",160,3,15,142,1.88,9.38,-7.5,TRUE,-10.73,-14.36,-7.1,18.94,15.74,22.14
2025-02-03,"ABC",262,19,53,190,7.25,20.23,-12.98,TRUE,-11.2,-14.49,-7.9,19.28,16.37,22.18
2025-02-10,"ABC",267,27,53,187,10.11,19.85,-9.74,TRUE,-11.61,-14.64,-8.58,19.56,16.89,22.24
2025-02-17,"ABC",177,20,55,102,11.3,31.07,-19.77,TRUE,-11.98,-14.84,-9.13,19.8,17.29,22.32
2025-02-24,"ABC",146,14,14,118,9.59,9.59,0,TRUE,-12.31,-15.05,-9.56,20.01,17.58,22.43
2025-03-03,"ABC",144,11,32,101,7.64,22.22,-14.58,TRUE,-12.6,-15.3,-9.9,20.17,17.79,22.55
2025-03-10,"ABC",179,13,52,114,7.26,29.05,-21.79,TRUE,-12.85,-15.55,-10.15,20.31,17.93,22.69
2025-03-17,"ABC",157,10,30,117,6.37,19.11,-12.74,TRUE,-13.07,-15.8,-10.34,20.41,18.01,22.82
2025-03-24,"ABC",130,11,28,91,8.46,21.54,-13.08,TRUE,-13.24,-16.01,-10.47,20.47,18.03,22.91
2025-03-31,"ABC",172,11,46,115,6.4,26.74,-20.34,TRUE,-13.37,-16.18,-10.56,20.48,18,22.96
2025-04-07,"ABC",212,24,39,149,11.32,18.4,-7.08,TRUE,-13.46,-16.32,-10.61,20.46,17.95,22.98
2025-04-14,"ABC",183,10,35,138,5.46,19.13,-13.67,TRUE,-13.52,-16.42,-10.62,20.42,17.86,22.98
2025-04-21,"ABC",133,9,34,90,6.77,25.56,-18.79,TRUE,-13.54,-16.48,-10.61,20.36,17.77,22.95
2025-04-28,"ABC",141,10,30,101,7.09,21.28,-14.19,TRUE,-13.49,-16.44,-10.53,20.21,17.6,22.82
2025-05-05,"ABC",82,4,15,63,4.88,18.29,-13.41,TRUE,-13.33,-16.31,-10.36,19.93,17.31,22.55
2025-05-12,"ABC",140,8,18,114,5.71,12.86,-7.15,TRUE,-13.12,-16.14,-10.09,19.59,16.92,22.25
2025-05-19,"ABC",139,14,26,99,10.07,18.71,-8.64,TRUE,-12.88,-15.97,-9.79,19.25,16.52,21.97
2025-05-26,"ABC",169,3,38,128,1.78,22.49,-20.71,TRUE,-12.66,-15.79,-9.53,18.97,16.21,21.73
2025-06-02,"ABC",211,8,46,157,3.79,21.8,-18.01,TRUE,-12.41,-15.5,-9.31,18.71,15.98,21.43
2025-06-09,"ABC",188,6,36,146,3.19,19.15,-15.96,TRUE,-12.08,-15.11,-9.06,18.4,15.73,21.07
2025-06-16,"ABC",148,5,21,122,3.38,14.19,-10.81,TRUE,-11.71,-14.71,-8.72,18.07,15.43,20.71
2025-06-23,"ABC",168,13,26,129,7.74,15.48,-7.74,TRUE,-11.32,-14.35,-8.3,17.74,15.07,20.41
2025-06-30,"ABC",162,35,24,103,21.6,14.81,6.79,TRUE,-10.95,-14.04,-7.86,17.44,14.71,20.17
2025-07-07,"ABC",115,2,18,95,1.74,15.65,-13.91,TRUE,-10.62,-13.75,-7.49,17.19,14.43,19.95
2025-07-14,"ABC",209,9,42,158,4.31,20.1,-15.79,TRUE,-10.26,-13.35,-7.17,16.94,14.21,19.67
2025-07-21,"ABC",202,12,33,157,5.94,16.34,-10.4,TRUE,-9.82,-12.86,-6.77,16.67,13.99,19.35
2025-07-28,"ABC",155,9,35,111,5.81,22.58,-16.77,TRUE,-9.35,-12.4,-6.31,16.41,13.73,19.09
2025-08-04,"ABC",139,16,19,104,11.51,13.67,-2.16,TRUE,-8.94,-12.03,-5.85,16.19,13.46,18.92
2025-08-11,"ABC",230,11,20,199,4.78,8.7,-3.92,TRUE,-8.64,-11.77,-5.51,16.05,13.29,18.81
2025-08-18,"ABC",201,18,42,141,8.96,20.9,-11.94,TRUE,-8.42,-11.51,-5.33,15.97,13.25,18.7
2025-08-25,"ABC",159,11,37,111,6.92,23.27,-16.35,TRUE,-8.21,-11.25,-5.17,15.93,13.24,18.61
2025-09-01,"ABC",140,9,29,102,6.43,20.71,-14.28,TRUE,-8.02,-11.06,-4.97,15.91,13.23,18.59
2025-09-08,"ABC",150,12,17,121,8,11.33,-3.33,TRUE,-7.86,-10.95,-4.77,15.92,13.19,18.64
2025-09-15,"ABC",126,12,16,98,9.52,12.7,-3.18,TRUE,-7.76,-10.89,-4.63,15.94,13.18,18.7
2025-09-22,"ABC",167,13,24,130,7.78,14.37,-6.59,TRUE,-7.7,-10.79,-4.6,16.02,13.29,18.75
2025-09-29,"ABC",108,3,18,87,2.78,16.67,-13.89,TRUE,-7.66,-10.7,-4.62,16.14,13.46,18.82
2025-10-06,"ABC",205,27,27,151,13.17,13.17,0,TRUE,-7.65,-10.69,-4.61,16.3,13.61,18.98
2025-10-13,"ABC",162,14,8,140,8.64,4.94,3.7,TRUE,-7.67,-10.77,-4.58,16.46,13.73,19.19
2025-10-20,"ABC",197,15,21,161,7.61,10.66,-3.05,TRUE,-7.74,-10.87,-4.61,16.6,13.84,19.36
2025-10-27,"ABC",148,16,46,86,10.81,31.08,-20.27,TRUE,-7.92,-11.01,-4.83,16.82,14.1,19.55
2025-11-03,"ABC",139,20,31,88,14.39,22.3,-7.91,TRUE,-8.26,-11.28,-5.23,17.18,14.51,19.84
2025-11-10,"ABC",145,6,22,117,4.14,15.17,-11.03,TRUE,-8.67,-11.67,-5.68,17.59,14.95,20.23
2025-11-17,"ABC",150,15,35,100,10,23.33,-13.33,TRUE,-9.1,-12.13,-6.07,18,15.33,20.67
2025-11-24,"ABC",105,9,17,79,8.57,16.19,-7.62,TRUE,-9.46,-12.55,-6.37,18.33,15.61,21.06
2025-12-01,"ABC",108,4,12,92,3.7,11.11,-7.41,TRUE,-9.69,-12.82,-6.56,18.52,15.76,21.28
2025-12-08,"ABC",97,14,22,61,14.43,22.68,-8.25,TRUE,-9.91,-13,-6.81,18.64,15.91,21.36
2025-12-15,"ABC",150,14,24,112,9.33,16,-6.67,TRUE,-10.23,-13.27,-7.19,18.77,16.09,21.45
2025-12-22,"ABC",167,18,47,102,10.78,28.14,-17.36,TRUE,-10.57,-13.61,-7.52,18.89,16.2,21.57
2025-12-29,"ABC",106,10,19,77,9.43,17.92,-8.49,TRUE,-10.83,-13.92,-7.74,18.96,16.23,21.68
2026-01-05,"ABC",220,16,27,177,7.27,12.27,-5,TRUE,-10.93,-14.06,-7.8,18.94,16.18,21.7
2026-01-12,"ABC",282,18,40,224,6.38,14.18,-7.8,TRUE,-10.82,-13.91,-7.72,18.74,16.01,21.47
2026-01-19,"ABC",164,14,40,110,8.54,24.39,-15.85,TRUE,-10.53,-13.56,-7.5,18.33,15.66,21
2026-01-26,"ABC",237,8,50,179,3.38,21.1,-17.72,TRUE,-10.15,-13.15,-7.16,17.81,15.17,20.45
2026-02-02,"ABC",185,15,41,129,8.11,22.16,-14.05,TRUE,-9.76,-12.78,-6.73,17.29,14.62,19.96
2026-02-09,"ABC",121,9,17,95,7.44,14.05,-6.61,TRUE,-9.41,-12.5,-6.32,16.86,14.13,19.59
2026-02-16,"ABC",128,7,39,82,5.47,30.47,-25,TRUE,-9.19,-12.32,-6.06,16.63,13.87,19.39
2026-02-23,"ABC",186,9,19,158,4.84,10.22,-5.38,TRUE,-9.01,-12.11,-5.92,16.53,13.81,19.26
2026-03-02,"ABC",204,22,22,160,10.78,10.78,0,TRUE,-8.77,-11.81,-5.73,16.43,13.75,19.11
2026-03-09,"ABC",146,11,18,117,7.53,12.33,-4.8,TRUE,-8.51,-11.56,-5.47,16.35,13.66,19.03
2026-03-16,"ABC",144,9,24,111,6.25,16.67,-10.42,TRUE,-8.28,-11.37,-5.19,16.29,13.56,19.02
2026-03-23,"ABC",156,16,17,123,10.26,10.9,-0.64,TRUE,-8.12,-11.25,-4.99,16.28,13.52,19.04
2026-03-30,"ABC",206,17,29,160,8.25,14.08,-5.83,TRUE,-8.03,-11.13,-4.93,16.37,13.63,19.1
2026-04-06,"ABC",180,13,26,141,7.22,14.44,-7.22,TRUE,-7.99,-11.03,-4.95,16.56,13.88,19.24
2026-04-13,"ABC",156,24,24,108,15.38,15.38,0,TRUE,-7.97,-10.95,-4.98,16.79,14.16,19.43
2026-04-20,"ABC",229,6,41,182,2.62,17.9,-15.28,TRUE,-7.95,-10.9,-5,17.03,14.42,19.63
2026-04-27,"ABC",253,17,38,198,6.72,15.02,-8.3,TRUE,-7.92,-10.85,-4.98,17.2,14.61,19.79
2026-05-04,"ABC",150,21,23,106,14,15.33,-1.33,TRUE,-7.86,-10.76,-4.95,17.26,14.69,19.82
2026-05-11,"ABC",283,31,57,195,10.95,20.14,-9.19,TRUE,-7.78,-10.64,-4.92,17.25,14.73,19.77
2026-05-18,"ABC",292,31,69,192,10.62,23.63,-13.01,TRUE,-7.71,-10.52,-4.9,17.26,14.78,19.74
2026-05-25,"ABC",269,30,73,166,11.15,27.14,-15.99,TRUE,-7.64,-10.41,-4.88,17.26,14.82,19.7
2026-06-01,"ABC",148,15,30,103,10.14,20.27,-10.13,TRUE,-7.58,-10.31,-4.85,17.25,14.84,19.65
2026-06-08,"ABC",232,23,34,175,9.91,14.66,-4.75,TRUE,-7.51,-10.21,-4.82,17.2,14.82,19.58
2026-06-15,"ABC",148,11,31,106,7.43,20.95,-13.52,TRUE,-7.45,-10.15,-4.75,17.13,14.75,19.51
2026-06-22,"ABC",147,23,20,104,15.65,13.61,2.04,TRUE,-7.39,-10.14,-4.65,17.06,14.64,19.48
2026-06-29,"ABC",96,15,26,55,15.62,27.08,-11.46,TRUE,-7.34,-10.19,-4.48,16.97,14.45,19.49
2026-07-06,"ABC",148,7,24,117,4.73,16.22,-11.49,TRUE,-7.28,-10.31,-4.25,16.86,14.19,19.54
2026-07-13,"ABC",208,22,38,148,10.58,18.27,-7.69,TRUE,-7.22,-10.51,-3.93,16.73,13.83,19.63
2026-07-20,"ABC",163,7,16,140,4.29,9.82,-5.53,TRUE,-7.15,-10.78,-3.52,16.56,13.36,19.76
2026-07-27,"ABC",219,23,34,162,10.5,15.53,-5.03,TRUE,-7.07,-11.13,-3.01,16.35,12.77,19.93
2026-08-03,"ABC",175,19,29,127,10.86,16.57,-5.71,TRUE,-6.99,-11.55,-2.42,16.11,12.09,20.13
2026-08-10,"ABC",92,3,12,77,3.26,13.04,-9.78,TRUE,-6.9,-12.04,-1.76,15.85,11.32,20.39
2026-08-17,"ABC",96,11,14,71,11.46,14.58,-3.12,TRUE,-6.81,-12.61,-1.02,15.58,10.47,20.69
2026-08-24,"ABC",4,0,1,3,0,25,-25,FALSE,NA,NA,NA,NA,NA,NA
2024-12-30,"CBS",88,3,13,72,3.41,14.77,-11.36,TRUE,-7.85,-13.74,-1.96,17.74,12.99,22.5
2025-01-06,"CBS",161,17,30,114,10.56,18.63,-8.07,TRUE,-8.91,-14.14,-3.68,18.62,14.4,22.85
2025-01-13,"CBS",229,25,37,167,10.92,16.16,-5.24,TRUE,-9.91,-14.54,-5.27,19.45,15.7,23.19
2025-01-20,"CBS",397,70,69,258,17.63,17.38,0.25,TRUE,-10.82,-14.95,-6.7,20.21,16.87,23.54
2025-01-27,"CBS",155,11,34,110,7.1,21.94,-14.84,TRUE,-11.65,-15.34,-7.96,20.89,17.9,23.87
2025-02-03,"CBS",272,30,72,170,11.03,26.47,-15.44,TRUE,-12.37,-15.72,-9.03,21.48,18.78,24.18
2025-02-10,"CBS",305,29,58,218,9.51,19.02,-9.51,TRUE,-12.99,-16.07,-9.91,21.98,19.49,24.47
2025-02-17,"CBS",271,24,70,177,8.86,25.83,-16.97,TRUE,-13.52,-16.42,-10.62,22.41,20.07,24.75
2025-02-24,"CBS",318,27,79,212,8.49,24.84,-16.35,TRUE,-13.97,-16.76,-11.18,22.77,20.52,25.03
2025-03-03,"CBS",331,37,88,206,11.18,26.59,-15.41,TRUE,-14.36,-17.1,-11.61,23.08,20.86,25.29
2025-03-10,"CBS",298,18,74,206,6.04,24.83,-18.79,TRUE,-14.68,-17.43,-11.94,23.33,21.12,25.55
2025-03-17,"CBS",187,9,42,136,4.81,22.46,-17.65,TRUE,-14.93,-17.7,-12.15,23.51,21.27,25.75
2025-03-24,"CBS",236,8,46,182,3.39,19.49,-16.1,TRUE,-15.07,-17.88,-12.26,23.6,21.32,25.87
2025-03-31,"CBS",297,33,85,179,11.11,28.62,-17.51,TRUE,-15.13,-17.98,-12.27,23.61,21.3,25.91
2025-04-07,"CBS",278,27,80,171,9.71,28.78,-19.07,TRUE,-15.12,-18.02,-12.22,23.56,21.22,25.91
2025-04-14,"CBS",317,18,98,201,5.68,30.91,-25.23,TRUE,-15.07,-18.02,-12.12,23.49,21.11,25.87
2025-04-21,"CBS",228,17,59,152,7.46,25.88,-18.42,TRUE,-15,-17.99,-12.02,23.4,20.99,25.81
2025-04-28,"CBS",347,43,89,215,12.39,25.65,-13.26,TRUE,-14.76,-17.76,-11.75,23.18,20.75,25.61
2025-05-05,"CBS",232,23,43,166,9.91,18.53,-8.62,TRUE,-14.26,-17.29,-11.24,22.75,20.3,25.19
2025-05-12,"CBS",237,13,63,161,5.49,26.58,-21.09,TRUE,-13.65,-16.72,-10.57,22.22,19.73,24.7
2025-05-19,"CBS",215,20,41,154,9.3,19.07,-9.77,TRUE,-13.04,-16.18,-9.89,21.7,19.16,24.24
2025-05-26,"CBS",202,26,32,144,12.87,15.84,-2.97,TRUE,-12.56,-15.75,-9.38,21.31,18.74,23.88
2025-06-02,"CBS",240,20,53,167,8.33,22.08,-13.75,TRUE,-12.15,-15.29,-9,20.98,18.44,23.52
2025-06-09,"CBS",220,10,42,168,4.55,19.09,-14.54,TRUE,-11.65,-14.72,-8.57,20.6,18.12,23.09
2025-06-16,"CBS",222,15,37,170,6.76,16.67,-9.91,TRUE,-11.11,-14.16,-8.06,20.2,17.74,22.66
2025-06-23,"CBS",239,34,29,176,14.23,12.13,2.1,TRUE,-10.58,-13.66,-7.51,19.81,17.32,22.3
2025-06-30,"CBS",176,14,38,124,7.95,21.59,-13.64,TRUE,-10.11,-13.25,-6.96,19.45,16.91,21.99
2025-07-07,"CBS",210,18,43,149,8.57,20.48,-11.91,TRUE,-9.73,-12.92,-6.55,19.15,16.58,21.72
2025-07-14,"CBS",280,27,47,206,9.64,16.79,-7.15,TRUE,-9.49,-12.63,-6.34,18.96,16.42,21.5
2025-07-21,"CBS",238,20,54,164,8.4,22.69,-14.29,TRUE,-9.34,-12.44,-6.25,18.85,16.35,21.35
2025-07-28,"CBS",167,25,24,118,14.97,14.37,0.6,TRUE,-9.25,-12.34,-6.16,18.79,16.29,21.28
2025-08-04,"CBS",202,16,53,133,7.92,26.24,-18.32,TRUE,-9.16,-12.3,-6.01,18.71,16.17,21.26
2025-08-11,"CBS",318,26,66,226,8.18,20.75,-12.57,TRUE,-9.02,-12.2,-5.84,18.59,16.02,21.16
2025-08-18,"CBS",158,18,22,118,11.39,13.92,-2.53,TRUE,-8.88,-12.03,-5.74,18.47,15.93,21.01
2025-08-25,"CBS",192,13,42,137,6.77,21.88,-15.11,TRUE,-8.8,-11.9,-5.71,18.39,15.89,20.88
2025-09-01,"CBS",187,19,49,119,10.16,26.2,-16.04,TRUE,-8.75,-11.85,-5.66,18.33,15.83,20.82
2025-09-08,"CBS",201,25,23,153,12.44,11.44,1,TRUE,-8.7,-11.84,-5.55,18.26,15.72,20.8
2025-09-15,"CBS",194,18,44,132,9.28,22.68,-13.4,TRUE,-8.6,-11.78,-5.42,18.15,15.58,20.72
2025-09-22,"CBS",255,13,42,200,5.1,16.47,-11.37,TRUE,-8.36,-11.51,-5.22,17.9,15.36,20.44
2025-09-29,"CBS",219,19,27,173,8.68,12.33,-3.65,TRUE,-7.99,-11.08,-4.89,17.51,15.01,20.01
2025-10-06,"CBS",313,36,54,223,11.5,17.25,-5.75,TRUE,-7.58,-10.67,-4.49,17.08,14.58,19.58
2025-10-13,"CBS",288,31,44,213,10.76,15.28,-4.52,TRUE,-7.25,-10.4,-4.11,16.73,14.19,19.27
2025-10-20,"CBS",264,25,45,194,9.47,17.05,-7.58,TRUE,-7.11,-10.3,-3.93,16.55,13.98,19.12
2025-10-27,"CBS",187,14,36,137,7.49,19.25,-11.76,TRUE,-7.18,-10.33,-4.04,16.55,14.01,19.09
2025-11-03,"CBS",189,31,41,117,16.4,21.69,-5.29,TRUE,-7.37,-10.45,-4.3,16.63,14.15,19.12
2025-11-10,"CBS",138,6,15,117,4.35,10.87,-6.52,TRUE,-7.63,-10.68,-4.59,16.77,14.31,19.23
2025-11-17,"CBS",185,15,26,144,8.11,14.05,-5.94,TRUE,-7.92,-10.99,-4.84,16.93,14.45,19.42
2025-11-24,"CBS",132,10,27,95,7.58,20.45,-12.87,TRUE,-8.17,-11.31,-5.02,17.08,14.55,19.62
2025-12-01,"CBS",147,16,22,109,10.88,14.97,-4.09,TRUE,-8.34,-11.52,-5.16,17.2,14.63,19.77
2025-12-08,"CBS",152,15,17,120,9.87,11.18,-1.31,TRUE,-8.56,-11.71,-5.42,17.37,14.83,19.91
2025-12-15,"CBS",99,5,23,71,5.05,23.23,-18.18,TRUE,-8.94,-12.03,-5.85,17.68,15.18,20.17
2025-12-22,"CBS",122,10,16,96,8.2,13.11,-4.91,TRUE,-9.35,-12.45,-6.26,18.02,15.53,20.52
2025-12-29,"CBS",110,14,16,80,12.73,14.55,-1.82,TRUE,-9.7,-12.85,-6.56,18.32,15.78,20.86
2026-01-05,"CBS",151,19,25,107,12.58,16.56,-3.98,TRUE,-9.87,-13.05,-6.69,18.49,15.92,21.06
2026-01-12,"CBS",256,22,43,191,8.59,16.8,-8.21,TRUE,-9.88,-13.02,-6.74,18.52,15.98,21.06
2026-01-19,"CBS",237,28,57,152,11.81,24.05,-12.24,TRUE,-9.83,-12.9,-6.75,18.51,16.02,20.99
2026-01-26,"CBS",148,4,35,109,2.7,23.65,-20.95,TRUE,-9.73,-12.78,-6.69,18.47,16.01,20.93
2026-02-02,"CBS",154,7,46,101,4.55,29.87,-25.32,TRUE,-9.63,-12.7,-6.55,18.43,15.94,20.91
2026-02-09,"CBS",109,5,28,76,4.59,25.69,-21.1,TRUE,-9.53,-12.67,-6.38,18.41,15.87,20.94
2026-02-16,"CBS",85,7,14,64,8.24,16.47,-8.23,TRUE,-9.46,-12.64,-6.28,18.43,15.86,21
2026-02-23,"CBS",191,18,29,144,9.42,15.18,-5.76,TRUE,-9.35,-12.49,-6.2,18.46,15.92,21
2026-03-02,"CBS",170,19,31,120,11.18,18.24,-7.06,TRUE,-9.14,-12.24,-6.05,18.46,15.96,20.96
2026-03-09,"CBS",109,11,18,80,10.09,16.51,-6.42,TRUE,-8.9,-11.99,-5.81,18.45,15.95,20.94
2026-03-16,"CBS",122,18,14,90,14.75,11.48,3.27,TRUE,-8.67,-11.82,-5.53,18.44,15.9,20.98
2026-03-23,"CBS",128,18,18,92,14.06,14.06,0,TRUE,-8.52,-11.7,-5.33,18.46,15.89,21.03
2026-03-30,"CBS",177,17,33,127,9.6,18.64,-9.04,TRUE,-8.41,-11.56,-5.26,18.53,15.99,21.08
2026-04-06,"CBS",156,14,21,121,8.97,13.46,-4.49,TRUE,-8.31,-11.4,-5.22,18.65,16.16,21.15
2026-04-13,"CBS",162,13,20,129,8.02,12.35,-4.33,TRUE,-8.21,-11.24,-5.17,18.79,16.34,21.24
2026-04-20,"CBS",153,15,50,88,9.8,32.68,-22.88,TRUE,-8.12,-11.12,-5.12,18.92,16.49,21.34
2026-04-27,"CBS",145,9,10,126,6.21,6.9,-0.69,TRUE,-8.04,-11.02,-5.06,18.99,16.58,21.4
2026-05-04,"CBS",132,19,31,82,14.39,23.48,-9.09,TRUE,-7.97,-10.93,-5.02,18.98,16.6,21.37
2026-05-11,"CBS",155,17,25,113,10.97,16.13,-5.16,TRUE,-7.92,-10.83,-5.01,18.92,16.57,21.27
2026-05-18,"CBS",127,15,33,79,11.81,25.98,-14.17,TRUE,-7.87,-10.73,-5.01,18.85,16.55,21.16
2026-05-25,"CBS",136,18,24,94,13.24,17.65,-4.41,TRUE,-7.83,-10.65,-5.02,18.77,16.5,21.04
2026-06-01,"CBS",132,14,39,79,10.61,29.55,-18.94,TRUE,-7.8,-10.57,-5.02,18.66,16.42,20.9
2026-06-08,"CBS",82,9,15,58,10.98,18.29,-7.31,TRUE,-7.77,-10.51,-5.02,18.52,16.31,20.74
2026-06-15,"CBS",121,14,22,85,11.57,18.18,-6.61,TRUE,-7.74,-10.49,-5,18.35,16.14,20.57
2026-06-22,"CBS",98,19,18,61,19.39,18.37,1.02,TRUE,-7.73,-10.52,-4.94,18.17,15.91,20.42
2026-06-29,"CBS",111,20,30,61,18.02,27.03,-9.01,TRUE,-7.71,-10.62,-4.81,17.96,15.62,20.31
2026-07-06,"CBS",114,5,14,95,4.39,12.28,-7.89,TRUE,-7.71,-10.79,-4.62,17.73,15.24,20.22
2026-07-13,"CBS",87,4,13,70,4.6,14.94,-10.34,TRUE,-7.7,-11.05,-4.36,17.47,14.76,20.17
2026-07-20,"CBS",114,5,22,87,4.39,19.3,-14.91,TRUE,-7.7,-11.4,-4.01,17.16,14.18,20.15
2026-07-27,"CBS",133,11,25,97,8.27,18.8,-10.53,TRUE,-7.7,-11.83,-3.58,16.82,13.49,20.15
2026-08-03,"CBS",135,15,19,101,11.11,14.07,-2.96,TRUE,-7.7,-12.34,-3.06,16.45,12.7,20.19
2026-08-10,"CBS",88,7,16,65,7.95,18.18,-10.23,TRUE,-7.71,-12.93,-2.48,16.04,11.82,20.27
2026-08-17,"CBS",72,6,7,59,8.33,9.72,-1.39,TRUE,-7.72,-13.6,-1.83,15.62,10.86,20.37
2026-08-24,"CBS",23,2,8,13,8.7,34.78,-26.08,FALSE,NA,NA,NA,NA,NA,NA
2024-12-30,"CNN",553,81,133,339,14.65,24.05,-9.4,TRUE,-12.13,-15.32,-8.95,23.16,20.49,25.82
2025-01-06,"CNN",1371,130,328,913,9.48,23.92,-14.44,TRUE,-12.81,-15.64,-9.98,23.79,21.43,26.16
2025-01-13,"CNN",1512,177,289,1046,11.71,19.11,-7.4,TRUE,-13.45,-15.96,-10.94,24.39,22.3,26.49
2025-01-20,"CNN",2054,200,463,1391,9.74,22.54,-12.8,TRUE,-14.05,-16.28,-11.81,24.95,23.08,26.82
2025-01-27,"CNN",1365,136,324,905,9.96,23.74,-13.78,TRUE,-14.58,-16.58,-12.58,25.45,23.78,27.12
2025-02-03,"CNN",1797,183,486,1128,10.18,27.05,-16.87,TRUE,-15.05,-16.86,-13.24,25.89,24.37,27.4
2025-02-10,"CNN",1921,204,473,1244,10.62,24.62,-14,TRUE,-15.45,-17.12,-13.78,26.26,24.87,27.66
2025-02-17,"CNN",1592,180,499,913,11.31,31.34,-20.03,TRUE,-15.8,-17.37,-14.23,26.58,25.27,27.89
2025-02-24,"CNN",1966,197,508,1261,10.02,25.84,-15.82,TRUE,-16.09,-17.61,-14.58,26.85,25.59,28.12
2025-03-03,"CNN",1593,151,520,922,9.48,32.64,-23.16,TRUE,-16.36,-17.84,-14.87,27.09,25.85,28.33
2025-03-10,"CNN",1523,160,500,863,10.51,32.83,-22.32,TRUE,-16.59,-18.08,-15.1,27.3,26.06,28.54
2025-03-17,"CNN",1230,109,336,785,8.86,27.32,-18.46,TRUE,-16.77,-18.27,-15.27,27.46,26.2,28.71
2025-03-24,"CNN",1066,88,284,694,8.26,26.64,-18.38,TRUE,-16.88,-18.4,-15.36,27.55,26.27,28.82
2025-03-31,"CNN",1433,174,447,812,12.14,31.19,-19.05,TRUE,-16.94,-18.48,-15.39,27.59,26.3,28.89
2025-04-07,"CNN",1600,237,434,929,14.81,27.12,-12.31,TRUE,-16.96,-18.53,-15.39,27.6,26.28,28.91
2025-04-14,"CNN",1196,105,365,726,8.78,30.52,-21.74,TRUE,-16.97,-18.56,-15.37,27.59,26.25,28.92
2025-04-21,"CNN",1090,85,332,673,7.8,30.46,-22.66,TRUE,-16.98,-18.59,-15.36,27.57,26.22,28.93
2025-04-28,"CNN",1432,182,464,786,12.71,32.4,-19.69,TRUE,-16.86,-18.49,-15.24,27.44,26.08,28.8
2025-05-05,"CNN",940,110,222,608,11.7,23.62,-11.92,TRUE,-16.55,-18.19,-14.91,27.14,25.77,28.51
2025-05-12,"CNN",1189,149,305,735,12.53,25.65,-13.12,TRUE,-16.15,-17.82,-14.49,26.76,25.36,28.15
2025-05-19,"CNN",836,104,210,522,12.44,25.12,-12.68,TRUE,-15.79,-17.49,-14.09,26.39,24.97,27.82
